سال آبي,اشتراک,امور,اشتراک برق,محدوده مطالعاتي,شهرستان,MA_XUTM,MA_YUTM,عمق چاه,دبي,ساعت کارکرد,اضافه کسربرداشت,تخليه مترمکعب,نوع چاه,نوع مصرف,نيرو محرکه,وضعيت چاه,برداشت واقعي,کنتور هوشمند,conat,ID
1397-98,518673,آب مشهد,18130,مشهد - چناران,چناران,700093,4047520,75,0.3,5110,31273.2,5518.8,عميق,كشاورزي,برقي,مجاز,36792,دارد,7.00093E+12,2
1397-98,518200,آب مشهد,970145,مشهد - چناران,چناران,684998,4044055,13,2,5475,4530.13,39420,نيمه عميق,شرب روستايي,برقي,مجاز,43950.13,ندارد,6.84998E+12,2
1397-98,525196,آب مشهد,0,مشهد - چناران,چناران,699867,4056141,90,20,4256,0,306432,عميق,كشاورزي,ديزلي,غيرمجاز,306432,ندارد,6.99867E+12,2
1397-98,517961,آب مشهد,500693,مشهد - چناران,چناران,693802,4059994,50,0.5,5110,0,9198,عميق,كشاورزي,برقي,مجاز,9198,دارد,6.93802E+12,2
1397-98,517963,آب مشهد,400613,مشهد - چناران,چناران,691494,4056398,105,38,4256,71879.99,582220.8,عميق,كشاورزي,برقي,مجاز,654100.79,ندارد,6.91494E+12,2
1397-98,517967,آب مشهد,300215,مشهد - چناران,چناران,689425,4061008,150,6,4256,-24442.06,91929.6,عميق,كشاورزي,برقي,مجاز,67487.54,دارد,6.89425E+12,2
1397-98,517970,آب مشهد,500085,مشهد - چناران,چناران,695639,4040785,85,5,2700,0,48600,عميق,خدمات,برقي,مجاز,48600,ندارد,6.95639E+12,2
1397-98,517978,آب مشهد,500357,مشهد - چناران,چناران,678358,4069507,90,34,4256,-179472.2,520934.4,عميق,كشاورزي,برقي,مجاز,341462.2,دارد,6.78358E+12,2
1397-98,517987,آب مشهد,514966,مشهد - چناران,چناران,695510,4052082,160,30,5475,0,591300,عميق,خدمات,برقي,مجاز,591300,دارد,6.9551E+12,2
1397-98,517992,آب مشهد,500299,مشهد - چناران,چناران,700581,4049262,41,0.5,5110,0,9198,نيمه عميق,شرب روستايي,برقي,مجاز,9198,دارد,7.00581E+12,2
1397-98,517995,آب مشهد,400046,مشهد - چناران,چناران,694793,4052025,184,25,5760,-338499,518400,عميق,شرب,برقي,مجاز,179901,ندارد,6.94793E+12,2
1397-98,517996,آب مشهد,400131,مشهد - چناران,چناران,694166,4051726,170,30,5760,91653,622080,عميق,شرب,برقي,مجاز,713733,ندارد,6.94166E+12,2
1397-98,518000,آب مشهد,150000,مشهد - چناران,چناران,685351,4053941,80,0.3,5110,49669.2,5518.8,عميق,كشاورزي,برقي,مجاز,55188,ندارد,6.85351E+12,2
1397-98,518686,آب مشهد,18010,مشهد - چناران,چناران,700828,4045856,98,0.32,5110,30905.28,5886.72,عميق,كشاورزي,برقي,مجاز,36792,دارد,7.00828E+12,2
1397-98,518687,آب مشهد,970185,مشهد - چناران,چناران,699705,4047494,100,0.5,5110,27594,9198,عميق,شرب روستايي,برقي,مجاز,36792,دارد,6.99705E+12,2
1397-98,518696,آب مشهد,447029,مشهد - چناران,چناران,683692,4060420,70,0.4,5110,29433.6,7358.4,عميق,كشاورزي,برقي,مجاز,36792,دارد,6.83692E+12,2
1397-98,518206,آب مشهد,510608,مشهد - چناران,چناران,690894,4059299,27,2,5110,-27594,36792,نيمه عميق,خدمات,برقي,مجاز,9198,دارد,6.90894E+12,2
1397-98,518211,آب مشهد,309942,مشهد - چناران,چناران,693772,4063418,120,10,4256,76463.85,153216,عميق,كشاورزي,برقي,مجاز,229679.85,دارد,6.93772E+12,2
1397-98,519430,آب مشهد,974004,مشهد - چناران,چناران,691346,4054863,95,0.5,5110,0,9198,عميق,خدمات,برقي,مجاز,9198,دارد,6.91346E+12,2
1397-98,519153,آب مشهد,303156,مشهد - چناران,چناران,690456,4068667,100,0.1,5110,0,1839.6,عميق,كشاورزي,برقي,مجاز,1839.6,دارد,6.90456E+12,2
1397-98,519155,آب مشهد,512512,مشهد - چناران,چناران,691145,4058100,30,2.5,4256,0,38304,نيمه عميق,كشاورزي,برقي,غيرمجاز,38304,ندارد,6.91145E+12,2
1397-98,519158,آب مشهد,500021,مشهد - چناران,چناران,691000,4057723,28,4.5,4256,0,68947,نيمه عميق,كشاورزي,برقي,غيرمجاز,68947,ندارد,6.91E+12,2
1397-98,518276,آب مشهد,0,مشهد - چناران,چناران,690234,4068954,98.5,0.29,5110,3863.16,5334.84,عميق,كشاورزي,ديزلي,مجاز,9198,ندارد,6.90234E+12,2
1397-98,525265,آب مشهد,0,مشهد - چناران,چناران,700003,4080569,15,1.5,4256,0,22982,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,22982,ندارد,7.00003E+12,2
1397-98,525274,آب مشهد,99999,مشهد - چناران,چناران,691005,4057725,28,3.5,4256,0,53626,نيمه عميق,كشاورزي,برقي,غيرمجاز,53626,ندارد,6.91005E+12,2
1397-98,525277,آب مشهد,0,مشهد - چناران,چناران,705315,4062439,120,25,4256,0,383040,عميق,كشاورزي,ديزلي,غيرمجاز,383040,ندارد,7.05315E+12,2
1397-98,518043,آب مشهد,0,مشهد - چناران,چناران,700694,4053442,75,0.16,5110,2575.44,2943.36,عميق,كشاورزي,ديزلي,مجاز,5518.8,ندارد,7.00694E+12,2
1397-98,518050,آب مشهد,500627,مشهد - چناران,چناران,700030,4043234,115,0.5,5110,-1839.6,9198,عميق,صنعتي,برقي,مجاز,7358.4,دارد,7.0003E+12,2
1397-98,518054,آب مشهد,0,مشهد - چناران,چناران,680037,4067292,65,0.25,5110,2759.4,4599,عميق,كشاورزي,ديزلي,مجاز,7358.4,ندارد,6.80037E+12,2
1397-98,519772,آب مشهد,0,مشهد - چناران,چناران,692119,4038800,12.5,0.1,8760,0,3153.6,نيمه عميق,شرب روستايي,ديزلي,مجاز,3153.6,دارد,6.92119E+12,2
1397-98,519775,آب مشهد,0,مشهد - چناران,چناران,696911,4053336,84,25,4256,0,383040,عميق,كشاورزي,ديزلي,مجاز,383040,ندارد,6.96911E+12,2
1397-98,519776,آب مشهد,976680,مشهد - چناران,چناران,700442,4050267,110,23,4256,0,352396.8,عميق,كشاورزي,برقي,مجاز,352396.8,دارد,7.00442E+12,2
1397-98,519787,آب مشهد,410102,مشهد - چناران,چناران,696136,4054112,75,16,4256,27475.2,245145.6,عميق,كشاورزي,برقي,مجاز,272620.8,ندارد,6.96136E+12,2
1397-98,519790,آب مشهد,978525,مشهد - چناران,چناران,689635,4062021,200,8.22,4256,46807.19,125943.55,عميق,كشاورزي,برقي,مجاز,172750.74,دارد,6.89635E+12,2
1397-98,519803,آب مشهد,400040,مشهد - چناران,چناران,698321,4052520,120,22,4256,0,337075.2,عميق,كشاورزي,برقي,مجاز,337075.2,دارد,6.98321E+12,2
1397-98,519806,آب مشهد,977460,مشهد - چناران,چناران,702547,4054136,140,22,4256,79056.17,337075.2,عميق,كشاورزي,برقي,مجاز,416131.37,دارد,7.02547E+12,2
1397-98,519807,آب مشهد,400469,مشهد - چناران,چناران,701320,4051120,100,20,4256,33638.4,306432,عميق,كشاورزي,برقي,مجاز,340070.4,دارد,7.0132E+12,2
1397-98,519822,آب مشهد,976301,مشهد - چناران,چناران,688637,4064634,15,0.3,5110,31273.2,5518.8,نيمه عميق,كشاورزي,برقي,مجاز,36792,ندارد,6.88637E+12,2
1397-98,525104,آب مشهد,0,مشهد - چناران,چناران,702166,4079060,7,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,30643,ندارد,7.02166E+12,2
1397-98,519875,آب مشهد,977713,مشهد - چناران,چناران,678934,4039035,7,8,5475,-107855.92,157680,نيمه عميق,شرب روستايي,برقي,مجاز,49824.08,ندارد,6.78934E+12,2
1397-98,519895,آب مشهد,500390,مشهد - چناران,چناران,690480,4065173,90,15,4256,62544,229824,عميق,كشاورزي,برقي,مجاز,292368,دارد,6.9048E+12,2
1397-98,519914,آب مشهد,0,مشهد - چناران,چناران,700290,4080701,5.5,2.5,2000,0,18000,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,18000,ندارد,7.0029E+12,2
1397-98,518069,آب مشهد,0,مشهد - چناران,چناران,694130,4054348,130,0.5,5110,0,9198,عميق,صنعتي,ديزلي,مجاز,9198,ندارد,6.9413E+12,2
1397-98,518073,آب مشهد,510857,مشهد - چناران,چناران,700810,4049525,70,0.5,5110,0,9198,نيمه عميق,كشاورزي,برقي,مجاز,9198,دارد,7.0081E+12,2
1397-98,518081,آب مشهد,500235,مشهد - چناران,چناران,693789,4054422,106,0.5,5110,0,9198,عميق,كشاورزي,برقي,مجاز,9198,دارد,6.93789E+12,2
1397-98,519232,آب مشهد,0,مشهد - چناران,چناران,689746,4066445,18,4,4256,0,61286,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,61286,ندارد,6.89746E+12,2
1397-98,519242,آب مشهد,535011,مشهد - چناران,چناران,701785,4048008,65,0.3,5110,0,5518.8,نيمه عميق,كشاورزي,برقي,مجاز,5518.8,ندارد,7.01785E+12,2
1397-98,519243,آب مشهد,0,مشهد - چناران,چناران,694120,4060182,10,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7661,ندارد,6.9412E+12,2
1397-98,518372,آب مشهد,301672,مشهد - چناران,چناران,702551,4047054,100,0.5,5110,1471.68,9198,عميق,كشاورزي,برقي,مجاز,10669.68,دارد,7.02551E+12,2
1397-98,525096,آب مشهد,0,مشهد - چناران,چناران,697104,4082599,15,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,30643,ندارد,6.97104E+12,2
1397-98,525175,آب مشهد,0,مشهد - چناران,چناران,686854,4044940,8,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7661,ندارد,6.86854E+12,2
1397-98,525176,آب مشهد,0,مشهد - چناران,چناران,682711,4061182,80,13,4256,0,199181,عميق,كشاورزي,ديزلي,غيرمجاز,199181,ندارد,6.82711E+12,2
1397-98,525206,آب مشهد,0,مشهد - چناران,چناران,685246,4044345,8,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7661,ندارد,6.85246E+12,2
1397-98,525216,آب مشهد,0,مشهد - چناران,چناران,685227,4044345,8,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7661,ندارد,6.85227E+12,2
1397-98,525239,آب مشهد,0,مشهد - چناران,چناران,696131,4083072,15,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15322,ندارد,6.96131E+12,2
1397-98,525249,آب مشهد,0,مشهد - چناران,چناران,696192,4086643,15,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7661,ندارد,6.96192E+12,2
1397-98,519646,آب مشهد,0,مشهد - چناران,چناران,686474,4044657,60,6,4256,0,91930,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,91930,ندارد,6.86474E+12,2
1397-98,518702,آب مشهد,978285,مشهد - چناران,چناران,701071,4046747,95,0.5,5110,0,9198,عميق,كشاورزي,برقي,مجاز,9198,دارد,7.01071E+12,2
1397-98,519967,آب مشهد,400126,مشهد - چناران,چناران,691243,4052430,230,34,5110,-423108,625464,عميق,صنعتي,برقي,مجاز,202356,دارد,6.91243E+12,2
1397-98,519989,آب مشهد,979304,مشهد - چناران,چناران,687451,4078347,17,0.14,5475,19492.31,2759.4,نيمه عميق,شرب روستايي,برقي,مجاز,22251.71,ندارد,6.87451E+12,2
1397-98,519064,آب مشهد,970828,مشهد - چناران,چناران,695118,4067099,59,1,5110,0,18396,عميق,كشاورزي,برقي,مجاز,18396,دارد,6.95118E+12,2
1397-98,519105,آب مشهد,0,مشهد - چناران,چناران,693617,4061981,120,8.5,4256,0,130233.6,عميق,كشاورزي,ديزلي,مجاز,130233.6,ندارد,6.93617E+12,2
1397-98,519122,آب مشهد,0,مشهد - چناران,چناران,691287,4058194,30,2.6,4256,0,39836,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,39836,ندارد,6.91287E+12,2
1397-98,519129,آب مشهد,400062,مشهد - چناران,چناران,699576,4042879,150,15,4256,75766.31,229824,عميق,كشاورزي,برقي,مجاز,305590.31,دارد,6.99576E+12,2
1397-98,525262,آب مشهد,0,مشهد - چناران,چناران,703739,4078933,12,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,7661,ندارد,7.03739E+12,2
1397-98,525264,آب مشهد,0,مشهد - چناران,چناران,700071,4059937,70,15,4256,0,229824,عميق,كشاورزي,ديزلي,غيرمجاز,229824,ندارد,7.00071E+12,2
1397-98,517820,آب مشهد,0,مشهد - چناران,چناران,700475,4050078,85,0.5,5110,0,9198,عميق,شرب روستايي,ديزلي,مجاز,9198,ندارد,7.00475E+12,2
1397-98,519997,آب مشهد,400112,مشهد - چناران,چناران,693617,4052221,180,17.5,5475,165799.03,344925,عميق,شرب روستايي,برقي,مجاز,510724.03,ندارد,6.93617E+12,2
1397-98,520069,آب مشهد,0,مشهد - چناران,چناران,691551,4057997,25,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,30643,ندارد,6.91551E+12,2
1397-98,520071,آب مشهد,410021,مشهد - چناران,چناران,702836,4046275,204,25,6480,5035,583200,عميق,شرب,برقي,مجاز,588235,ندارد,7.02836E+12,2
1397-98,520073,آب مشهد,410031,مشهد - چناران,چناران,702316,4045421,204,25,6480,19915,583200,عميق,شرب,برقي,مجاز,603115,ندارد,7.02316E+12,2
1397-98,519464,آب مشهد,0,مشهد - چناران,چناران,689165,4063341,19,0.4,5110,0,7358.4,نيمه عميق,كشاورزي,ديزلي,مجاز,7358.4,ندارد,6.89165E+12,2
1397-98,519471,آب مشهد,0,مشهد - چناران,چناران,691927,4060983,12,0.29,5400,33242.4,5637.6,نيمه عميق,شرب روستايي,ديزلي,مجاز,38880,ندارد,6.91927E+12,2
1397-98,519473,آب مشهد,0,مشهد - چناران,چناران,691953,4060964,12,0.29,5400,0,5637.6,نيمه عميق,شرب روستايي,ديزلي,مجاز,5637.6,ندارد,6.91953E+12,2
1397-98,519499,آب مشهد,0,مشهد - چناران,چناران,684725,4067164,30,0.3,5110,31273.2,5518.8,عميق,كشاورزي,ديزلي,مجاز,36792,دارد,6.84725E+12,2
1397-98,519589,آب مشهد,0,مشهد - چناران,چناران,687348,4066655,55,0.3,5110,58867.2,5518.8,عميق,كشاورزي,ديزلي,مجاز,64386,ندارد,6.87348E+12,2
1397-98,519836,آب مشهد,0,مشهد - چناران,چناران,703610,4081447,20,7,4256,0,107251,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,107251,ندارد,7.0361E+12,2
1397-98,519851,آب مشهد,976306,مشهد - چناران,چناران,683821,4069661,47,0.3,5110,86461.2,5518.8,عميق,كشاورزي,برقي,مجاز,91980,دارد,6.83821E+12,2
1397-98,524592,آب مشهد,300429,مشهد - چناران,چناران,693084,4067450,70,1.5,4256,0,22982,نيمه عميق,كشاورزي,برقي,غيرمجاز,22982,ندارد,6.93084E+12,2
1397-98,524626,آب مشهد,0,مشهد - چناران,چناران,697980,4048527,130,22,4256,0,337075,عميق,كشاورزي,ديزلي,غيرمجاز,337075,ندارد,6.9798E+12,2
1397-98,524648,آب مشهد,0,مشهد - چناران,چناران,685758,4066776,45,20,4256,0,306432,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,306432,ندارد,6.85758E+12,2
1397-98,524096,آب مشهد,0,مشهد - چناران,چناران,694693,4040709,30,4,4256,0,61286,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,61286,ندارد,6.94693E+12,2
1397-98,524099,آب مشهد,99999,مشهد - چناران,چناران,687448,4061376,20,1,3500,0,12600,نيمه عميق,كشاورزي,برقي,غيرمجاز,12600,ندارد,6.87448E+12,2
1397-98,524105,آب مشهد,0,مشهد - چناران,چناران,701541,4079785,17,3.5,3000,0,37800,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,37800,ندارد,7.01541E+12,2
1397-98,524107,آب مشهد,0,مشهد - چناران,چناران,698201,4082134,9,3,4256,0,45965,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,45965,ندارد,6.98201E+12,2
1397-98,524149,آب مشهد,0,مشهد - چناران,چناران,703804,4079784,10,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15322,ندارد,7.03804E+12,2
1397-98,524150,آب مشهد,0,مشهد - چناران,چناران,703758,4080527,5,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15322,ندارد,7.03758E+12,2
1397-98,519948,آب مشهد,978340,مشهد - چناران,چناران,691759,4053200,240,25,6480,-260280,583200,عميق,شرب,برقي,مجاز,322920,ندارد,6.91759E+12,2
1397-98,517752,آب مشهد,515452,مشهد - چناران,چناران,691834,4065009,60,0.2,5110,0,3679.2,عميق,كشاورزي,برقي,مجاز,3679.2,ندارد,6.91834E+12,2
1397-98,524879,آب مشهد,0,مشهد - چناران,چناران,688058,4066357,60,6.5,4256,0,99590,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,99590,ندارد,6.88058E+12,2
1397-98,517826,آب مشهد,303345,مشهد - چناران,چناران,707354,4051338,40,2.5,4256,10104.9,38304,نيمه عميق,كشاورزي,برقي,مجاز,48408.9,ندارد,7.07354E+12,2
1397-98,517832,آب مشهد,500760,مشهد - چناران,چناران,692535,4060112,70,0.5,5110,0,9198,عميق,كشاورزي,برقي,مجاز,9198,دارد,6.92535E+12,2
1397-98,517836,آب مشهد,976308,مشهد - چناران,چناران,691717,4068055,75,0.17,8760,13560.48,5361.12,عميق,كشاورزي,برقي,مجاز,18921.6,دارد,6.91717E+12,2
1397-98,517840,آب مشهد,978244,مشهد - چناران,چناران,700768,4053949,100,25,4256,0,383040,عميق,كشاورزي,برقي,مجاز,383040,دارد,7.00768E+12,2
1397-98,517844,آب مشهد,0,مشهد - چناران,چناران,692017,4060812,13,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15322,ندارد,6.92017E+12,2
1397-98,517845,آب مشهد,999999,مشهد - چناران,چناران,691982,4061016,15,0.28,5100,367.2,5140.8,نيمه عميق,شرب روستايي,برقي,مجاز,5508,ندارد,6.91982E+12,2
1397-98,517848,آب مشهد,976713,مشهد - چناران,چناران,691931,4060933,12,0.29,5400,0,5637.6,نيمه عميق,شرب روستايي,برقي,مجاز,5637.6,ندارد,6.91931E+12,2
1397-98,517849,آب مشهد,0,مشهد - چناران,چناران,691782,4060888,20,2.5,3870,0,34830,نيمه عميق,شرب روستايي,ديزلي,غيرمجاز,34830,ندارد,6.91782E+12,2
1397-98,517850,آب مشهد,522993,مشهد - چناران,چناران,691998,4060963,11,0.17,2700,1166.4,1652.4,عميق,كشاورزي,برقي,مجاز,2818.8,ندارد,6.91998E+12,2
1397-98,527150,آب مشهد,0,مشهد - چناران,چناران,700042,4059886,100,3,4256,0,45965,عميق,كشاورزي,ديزلي,غيرمجاز,45965,ندارد,7.00042E+12,2
1397-98,526399,آب مشهد,0,مشهد - چناران,چناران,697445,4082502,17,3,4256,0,45965,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,45965,ندارد,6.97445E+12,2
1397-98,526402,آب مشهد,0,مشهد - چناران,چناران,696564,4082788,15,2.5,4256,0,38304,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,38304,ندارد,6.96564E+12,2
1397-98,526403,آب مشهد,99999,مشهد - چناران,چناران,700257,4080257,17,4,4256,0,61286,نيمه عميق,كشاورزي,برقي,غيرمجاز,61286,ندارد,7.00257E+12,2
1397-98,526404,آب مشهد,0,مشهد - چناران,چناران,695927,4082861,25,3.5,4256,0,53626,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,53626,ندارد,6.95927E+12,2
1397-98,526406,آب مشهد,0,مشهد - چناران,چناران,696211,4082933,20,3.5,4256,0,53626,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,53626,ندارد,6.96211E+12,2
1397-98,526407,آب مشهد,0,مشهد - چناران,چناران,696132,4082808,25,3,4256,0,45965,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,45965,ندارد,6.96132E+12,2
1397-98,526408,آب مشهد,0,مشهد - چناران,چناران,696082,4082830,25,3.5,4256,0,53626,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,53626,ندارد,6.96082E+12,2
1397-98,526410,آب مشهد,0,مشهد - چناران,چناران,696340,4082827,20,3,4256,0,45965,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,45965,ندارد,6.9634E+12,2
1397-98,517801,آب مشهد,500473,مشهد - چناران,چناران,681176,4072030,140,20,4256,-44479.79,306432,عميق,كشاورزي,برقي,مجاز,261952.21,دارد,6.81176E+12,2
1397-98,518861,آب مشهد,18010,مشهد - چناران,چناران,700782,4045879,81,0.5,5110,0,9198,عميق,خدمات,برقي,مجاز,9198,ندارد,7.00782E+12,2
1397-98,517869,آب مشهد,520586,مشهد - چناران,چناران,700837,4049916,70,0.5,5110,18396,9198,نيمه عميق,كشاورزي,برقي,مجاز,27594,دارد,7.00837E+12,2
1397-98,517871,آب مشهد,6012601,مشهد - چناران,چناران,685779,4059561,55,0.4,5110,-1839.6,7358.4,عميق,كشاورزي,برقي,مجاز,5518.8,دارد,6.85779E+12,2
1397-98,517872,آب مشهد,168100,مشهد - چناران,چناران,699780,4050263,80,0.5,5110,9198,9198,عميق,كشاورزي,برقي,مجاز,18396,ندارد,6.9978E+12,2
1397-98,517877,آب مشهد,0,مشهد - چناران,چناران,702781,4046028,75,0.5,5110,0,9198,نيمه عميق,كشاورزي,ديزلي,مجاز,9198,ندارد,7.02781E+12,2
1397-98,517887,آب مشهد,500584,مشهد - چناران,چناران,695106,4055860,150,20,4256,125821.52,306432,عميق,كشاورزي,برقي,مجاز,432253.52,دارد,6.95106E+12,2
1397-98,518922,آب مشهد,600000,مشهد - چناران,چناران,699693,4052809,65,0.35,5110,0,6438.6,عميق,كشاورزي,برقي,مجاز,6438.6,دارد,6.99693E+12,2
1397-98,518928,آب مشهد,510587,مشهد - چناران,چناران,699099,4044035,120,0.5,5110,0,9198,عميق,شرب روستايي,برقي,مجاز,9198,دارد,6.99099E+12,2
1397-98,526411,آب مشهد,0,مشهد - چناران,چناران,697403,4082512,17,3,4256,0,45965,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,45965,ندارد,6.97403E+12,2
1397-98,526412,آب مشهد,0,مشهد - چناران,چناران,696915,4082739,10,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,30643,ندارد,6.96915E+12,2
1397-98,526413,آب مشهد,0,مشهد - چناران,چناران,697293,4082550,18,3,4256,0,45965,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,45965,ندارد,6.97293E+12,2
1397-98,526414,آب مشهد,0,مشهد - چناران,چناران,697196,4082618,17,2.5,4256,0,38304,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,38304,ندارد,6.97196E+12,2
1397-98,526415,آب مشهد,0,مشهد - چناران,چناران,697398,4082568,18,3.5,4256,0,53626,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,53626,ندارد,6.97398E+12,2
1397-98,526416,آب مشهد,0,مشهد - چناران,چناران,696832,4082736,18,3.5,4256,0,53626,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,53626,ندارد,6.96832E+12,2
1397-98,526417,آب مشهد,0,مشهد - چناران,چناران,696984,4082663,15,3,4256,0,45965,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,45965,ندارد,6.96984E+12,2
1397-98,526418,آب مشهد,0,مشهد - چناران,چناران,695957,4082880,30,2.5,4256,0,38304,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,38304,ندارد,6.95957E+12,2
1397-98,526419,آب مشهد,0,مشهد - چناران,چناران,697072,4082632,12,2.5,4256,0,38304,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,38304,ندارد,6.97072E+12,2
1397-98,524580,آب مشهد,99999,مشهد - چناران,چناران,695751,4083543,13,1,4256,0,15322,نيمه عميق,كشاورزي,برقي,غيرمجاز,15322,ندارد,6.95751E+12,2
1397-98,524581,آب مشهد,99999,مشهد - چناران,چناران,696340,4082827,18,1,4256,0,15322,نيمه عميق,كشاورزي,برقي,غيرمجاز,15322,ندارد,6.9634E+12,2
1397-98,524583,آب مشهد,99999,مشهد - چناران,چناران,696297,4082905,20,1,4256,0,15322,نيمه عميق,كشاورزي,برقي,غيرمجاز,15322,ندارد,6.96297E+12,2
1397-98,524587,آب مشهد,99999,مشهد - چناران,چناران,696580,4082795,15,1,4256,0,15322,نيمه عميق,كشاورزي,برقي,غيرمجاز,15322,ندارد,6.9658E+12,2
1397-98,524590,آب مشهد,99999,مشهد - چناران,چناران,695718,4083729,12,1,4256,0,15322,نيمه عميق,كشاورزي,برقي,غيرمجاز,15322,ندارد,6.95718E+12,2
1397-98,525837,آب مشهد,410028,مشهد - چناران,چناران,699316,4045261,205,0,0,312031,0,عميق,شرب,برقي,مجاز,312031,ندارد,6.99316E+12,2
1397-98,525841,آب مشهد,410049,مشهد - چناران,چناران,692275,4055143,220,0,0,566893,0,عميق,شرب,برقي,مجاز,566893,ندارد,6.92275E+12,2
1397-98,525842,آب مشهد,410034,مشهد - چناران,چناران,700578,4045044,220,0,0,655883,0,عميق,شرب,برقي,مجاز,655883,ندارد,7.00578E+12,2
1397-98,525872,آب مشهد,410070,مشهد - چناران,چناران,693209,4051537,220,28,5760,-430315,580608,عميق,شرب,برقي,مجاز,150293,ندارد,6.93209E+12,2
1397-98,524000,آب مشهد,410006,مشهد - چناران,چناران,694031,4050984,180,20,5760,-414720,414720,عميق,شرب,برقي,مجاز,0,ندارد,6.94031E+12,2
1397-98,525500,آب مشهد,0,مشهد - چناران,چناران,710276,4066189,40,2.5,2500,0,22500,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,22500,ندارد,7.10276E+12,2
1397-98,524151,آب مشهد,0,مشهد - چناران,چناران,703641,4080989,5,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15322,ندارد,7.03641E+12,2
1397-98,524153,آب مشهد,0,مشهد - چناران,چناران,703838,4080307,5,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15322,ندارد,7.03838E+12,2
1397-98,524155,آب مشهد,0,مشهد - چناران,چناران,703801,4079293,8,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15322,ندارد,7.03801E+12,2
1397-98,524157,آب مشهد,0,مشهد - چناران,چناران,703754,4080599,8,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15322,ندارد,7.03754E+12,2
1397-98,524158,آب مشهد,0,مشهد - چناران,چناران,703627,4080882,3,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,15322,ندارد,7.03627E+12,2
1397-98,524161,آب مشهد,0,مشهد - چناران,چناران,702967,4079439,13,3,4256,0,45965,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,45965,ندارد,7.02967E+12,2
1397-98,524163,آب مشهد,0,مشهد - چناران,چناران,700821,4080113,10,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,30643,ندارد,7.00821E+12,2
1397-98,524164,آب مشهد,0,مشهد - چناران,چناران,701120,4079930,7,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,30643,ندارد,7.0112E+12,2
1397-98,524165,آب مشهد,0,مشهد - چناران,چناران,701341,4079790,8,3,4256,0,45965,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,45965,ندارد,7.01341E+12,2
